url,type
sarrento.tripod.com/tempest/tempest.html,1
ussthunderchild.tripod.com/main.htm,1
priam3.tripod.com/ussconstellation.html,1
www.angelfire.com/trek/bfenlisted/,1
www.angelfire.com/trek/scottmaurer/,1
www.angelfire.com/trek/usssentinel93/index.html,1
bfusskowloon.tripod.com/index.html,1
www.angelfire.com/rpg/usslaffy/main_terminal.html,1
members.tripod.com/~bolian666/UssNewJersey.html,1
members.tripod.com/usstomar/,1
usshercules.tripod.com/index.html,1
laxspyder.tripod.com/hawkeyeisland.htm,1
tribbles2000.tripod.com/essex.htm,1
bfpathfinder.tripod.com/usspathfinder/,1
www.angelfire.com/oh4/USSBismarck/,1
www.angelfire.com/rpg2/horizona/,1
barrin2.tripod.com/usskursk/,1
www.angelfire.com/trek/USSLaFayette/,1
uss_vigilant.tripod.com/index.html,1
www.angelfire.com/scifi/WilliamWallace/,1
www.angelfire.com/trek/newleviathan/index.html,1
www.angelfire.com/rpg/ussronin/,1
stfederation.org/academy/,1
www.angelfire.com/trek/ussdestiny/index.html,1
www.angelfire.com/trek/ussvigilant/index.html,1
members.tripod.com/~USSExcaliburNCC1705C/index-2.html,1
www.members.tripod.com/USS_Eminence/pages/main.html,1
www.angelfire.com/ab2/biostarship/index.html,1
www.angelfire.com/scifi2/sunfire/,1
members.multimania.nl/CaptAlexanderDuster/,1
enchanted.iwarp.com/alexandria/,1
www.angelfire.com/scifi/darkfuture/index.html,1
www.angelfire.com/oh2/NewGenerationFleetI/,1
www.angelfire.com/trek/darkblade/enter.html,1
www.angelfire.com/trek/11thFAST/,1
www.angelfire.com/scifi/sbalpha/index.html,1
members.tripod.com/ussgladiator74676/,1
obsidianfleet.tripod.com/USSRama.html,1
www.angelfire.com/trek/uss_charlston/,1
www.angelfire.com/trek/uss_odessey/,1
www.angelfire.com/or3/ussnox/,1
www.angelfire.com/trek/ussdragonwing/main.html,1
www.agentsofgaming.com/sfb.htm,1
www.angelfire.com/scifi/ussdauntless/,1
www.angelfire.com/scifi/security/,1
www.angelfire.com/scifi/usslancelot/,1
www.angelfire.com/trek/deridous/,1
www.angelfire.com/trek/Camelot/,1
www.mindspring.com/~ncc-89159/,1
www.angelfire.com/scifi2/galacticempire/,1
members.tripod.com/~SWEF/,1
www.angelfire.com/rpg2/abassspectre/index.html,1
www.angelfire.com/games2/bobsff7rpg/,1
www.angelfire.com/anime2/FinalFantasyZ/main.html,1
www.freewebs.com/omnislashrpg/,1
cloudsmith.tripod.com/unlimiteddreams,1
www.angelfire.com/rpg/megjetrpg/,1
members.tripod.com/megaman333/megamanr/,1
www.angelfire.com/rpg2/mmxzzd/,1
www.angelfire.com/rpg2/fortebass/,1
www.angelfire.com/rpg2/bngroleplay/,1
www.usgovsim.net/USG/,1
www.freewebs.com/tckpicsandnews/,1
donalfall.tripod.com/diplo/,1
www.xmission.com/~bob/lote13,1
mathias-kettner.de/prometheus.html,1
games.groups.yahoo.com/group/ifn/,1
games.groups.yahoo.com/group/cold_war/,1
home.kpn.nl/hellemon/1870home.htm,1
www.mud.co.uk/richard/spellbnd.htm,1
www.gamecabinet.com/rules/WavingHands.html,1
www.oflameron.ru/reg/,1
en.wikipedia.org/wiki/Battleship_game,1
www.galactic-guide.com/articles/2R60.html,1
www.invisible-city.com/play/104/psi-squad,1
www.math.niu.edu/~rusin/uses-math/games/other/dots_n_boxes,1
www.cae.wisc.edu/~dwilson/boxes/,1
mathworld.wolfram.com/DotsandBoxes.html,1
www.msri.org/realvideo/ln/msri/2000/gametheory/scott/1/,1
mathforum.org/epigone/geometry-research/37,1
mathforum.org/epigone/geometry-research/smingzhermrerd,1
www.sciencenews.org/sn_arc97/4_5_97/mathland.htm,1
www.xs4all.nl/~spaanszt/PencilPaperGames/TicTacToe.html,1
www.chessandpoker.com/tic_tac_toe_strategy.html,1
www.chiark.greenend.org.uk/~dricher/Nomic/Acka/subgames/bttt-analysis.html,1
ostermiller.org/tictactoeexpert.html,1
www.askapastor.org/tictac.html,1
mathlair.allfunandgames.ca/tictactoe.php,1
www.party411.com/gameguide.html,1
www.partydirectory.com/games/index.html,1
www.barnonedrinks.com/games/,1
www.realbeer.com/fun/games/,1
www.angelfire.com/mi/erinkicksass/DeepBlueSea.html,1
www.webtender.com/handbook/games/,1
www.angelfire.com/ca/drinkinggames/,1
www.keegan.org/jeff/humor/,1
www.firsttvdrama.com/pbs/pbsdrink.php3,1
www.lanceandeskimo.com/angel/bingo.shtml,1
stupidcollegekid.tripod.com/thestupidcollegekid/,1
