url,type
realtor.com/property-search/Chesnee_SC/Carissa-Ct,0
mostorganizedbride.com/,0
spokeo.com/Tim+Stokes,0
facebook.com/pages/Lust-Caution/40845596504,0
http://techcrunch.com/2015/04/10/psa-sorry-those-apple-watch-band-swapping-sites-arent-going-to-work/,0
code.google.com/p/struts2-persistenceplugin/wiki/2_Hibernate_Validator_Validation,0
phoenix.craigslist.org/pet/,0
stbedesdrummoyne.org/,0
spreety.com/Gen/Sites-Disney-Junior.aspx,0
pensburgh.com/2011/7/12/2272330/wbs-penguins-re-sign-joey-mormina,0
https://paytm.com/blog/win-tickets-for-new-movie-bhopal-aprayerforrain/?share=email,0
thewaterreport.com/Authors.html,0
bbc.co.uk/music/reviews/nwvh,0
youtube.com/watch?v=7lu81z2E6pE,0
linkedin.com/pub/dir/bill/torrey,0
siswebs.org/water/story.php?title=Could_water_scarcity_cause_international_conflict,0
mads.cbssports.com/mac-ad?celt=ifc&SP=18&POS=100&SITE=185&BRAND=59&NCAT=21691:21727:21836:&NODE=21836&PTYPE=6879&PGUID=TqsQvgq0Ht8AAD2Kkwk&DVAR_USER=anon&STAGING=0,0
http://www.naylorantiques.com/euWIWYTbuFyUmmj/opGJvHhmPmNuTgQ/,1
http://gawker.com/5945535/heathen-president-refuses-to-condemn-piece-of-art-from-1987,0
baseball-almanac.com/players/player.php?p=daviswi02,0
https://privatbank.ua/ua/business/universalnyje-reshenija/buhgalteria-online/gtm.start,0
youtube.com/watch?v=ZcD5INtodxE,0
http://pastehtml.com/view/bbdr3wk73.html,1
bing.com/videos/watch/video/endless-battle/17wwzy62j?from=,0
amazon.com/s?ie=UTF8&keywords=canadian%20sweethearts&rh=n%3A5174%2Ck%3Acanadian%20sweethearts&page=1,0
austlawpublish.com/forum/viewtopic.php?f=2&t=32,0
atmegastars.com/celebrity.aspx?searchquery=Vincent%20Damphousse,0
http://uproxx.com/webculture/2015/05/this-grannys-dentures-make-an-unexpected-appearance-as-she-blows-out-her-birthday-candles/,0
http://distractify.com/post/related/id/551abd5d4a0c4b6b7b40cdf7/skip/40/limit/10/back/0,0
jason-high.com/,0
bscn.com/~harryv/dawson.htm,0
raincoast.com/publishers/details/new-harbinger-publications/,0
ago.net/photography,0
amazon.com/Atlas-Pacific-Northwest-9th-Ed/dp/0870715607,0
http://distractify.com/post/related/id/5548d3704a0c4b4d5b89ea58/skip/40/limit/10/back/0,0
baseball-almanac.com/players/player.php?p=tobinji01,0
athleticsnation.com/2009/3/23/806400/an-interviews-oakland-a-s,0
sanfranciscocounty.net/,0
http://khabaronline.ir/(X(1)S(gum2j0d0sm4ejnpo4x4dnrjw))/detail/416218/Politics/parties,0
interbent.com/celebrity-drug-related-deaths/,0
en.wikipedia.org/wiki/The_Ice_Harvest,0
namesdatabase.com/schools/CA/QC/Lasalle/College%20St%20Louis%20Pav%20Lasalle,0
ebay.com/sch/sis.html?_nkw=Catherine+Asaro+QUANTUM+ROSE+1st+HC+SIGNED+auth+artist,0
suncor.com/en/community/614.aspx,0
fortwayne.com/,0
indycar.com/drivers/show/55-izod-indycar-series/3675-alex-tagliani/,0
http://arstechnica.com/tech-policy/2015/05/house-votes-338-88-to-stop-bulk-phone-surveillance/?comments=1,0
davidlloyd.co.uk/home/clubs/fulham,0
plus.google.com/108325798489261337448,0
iguide.travel/Novo_Mesto/Getting_There,0
spirit-of-metal.com/liste_groupe-indexStyle-Sludge_Metal-l-en.html,0
articles.sfgate.com/keyword/mills-college,0
beachcalifornia.com/california/california-losangeles-county.html,0
nursebettieles.com/,0
myendtherwallet.info,1
radio3.cbc.ca/blogs/2011/3/Wrath-of-Khannas-National-Hum-Norm-MacDonald-Peter-Elkas-Bonjay-Forest-City-Lovers-Geoff-Berner-Fond-of-Tigers-More,0
metrolyrics.com/falling-from-grace-lyrics-marianne-faithfull.html,0
http://aljazeera.net/news/arabic/2015/5/13/%D8%AA%D9%86%D8%B8%D9%8A%D9%85-%D8%A7%D9%84%D8%AF%D9%88%D9%84%D8%A9-%D9%8A%D9%82%D8%B5%D9%81-%D8%A8%D9%86%D8%BA%D8%A7%D8%B2%D9%8A-%D9%88%D8%A7%D9%84%D9%85%D8%B9%D8%A7%D8%B1%D9%83-%D8%AA%D8%AD%D8%AA%D8%AF%D9%85-%D8%A8%D8%A7%D9%84%D9%85%D8%AF%D9%8A%D9%86%D8%A9,0
indiefilmproducer.blogspot.com/,0
http://babal.net/downloads_details/490/%D8%A7%D8%BA%D9%86%D9%8A%D9%87-%D9%85%D8%AD%D9%85%D9%88%D8%AF-%D8%A7%D9%84%D9%84%D9%8A%D8%AB%D9%8A---%D9%87%D8%AA%D8%A8%D9%82%D9%8A-%D8%A7%D8%AD%D9%84%D9%8A,0
barnesandnoble.com/w/glutton-for-pleasure-bob-blumer/1102009463,0
imdb.com/title/tt1496906/,0
fanpix.net/gallery/casey-stengel-pictures.htm,0
http://bank0famerica-com.z2.newmail.ru/secure_membin_BankOfAmeri_caemail_id43432gjg98987ihgwq72k9878e.htm?securelogin=yes?ssl_encryptlink=yes&amp;source=bankofamericaEMAILdefaultaspx?refererident=341348B3767313d1683678CADD124HJ8S748FGHHJC1AjkCB&amp;cookieid=43562714&amp;nocachelocal,1
statsheet.com/bhsb/players/jaron-rush,0
facebook.com/people/Anita-Pointer/1492651934,0
siyanor.com/395_Adam-Gregory/,0
theglobeandmail.com/sports/football/cis-roundup-rouge-et-or-swat-stingers/article2188179/,0
idiffuser.com.tw,1
geography.about.com/b/2011/07/07/south-korea-to-host-2018-winter-olympic-games.htm,0
magazine.saatchionline.com/,0
http://distractify.com/post/related/id/555373934a0c4b5d1246c505/skip/50/limit/10/back/0,0
http://censor.net.ua/photo_news/335207/v_genshtabe_uveryayut_chto_vzletnuyu_polosu_donetskogo_aeroporta_ne_vosstanovit_fotoreportaj,0
sportsillustrated.cnn.com/baseball/mlb/stats/alltime/rosters/montreal_expos/1990/byPOSN_ABRV.html,0
ticketmaster.com/Taproot-tickets/artist/706489,0
jilbabsegiempattebal.com,1
cellartracker.com/wine.asp?iWine=223267,0
spokeo.com/Scott+Macarthur,0
hoodfiles.com/,0
youtorrent.com/tag/annabelle-flowers-videos,0
ceres.ca.gov/ceres/calweb/coastal/rocky.html,0
reneerojanaro.com,1
evri.com/person/phillipe-pinel-0x6ab3b,0
twitter.com/KTVUPROMO,0
eventful.com/montreal/events/parc-des-rapides-ville-lasalle-outdoor-/E0-001-024914908-2,0
en.wikipedia.org/wiki/MoeTar,0
http://techcrunch.com/2015/05/13/on-demand-laundry-service-cleanly-hangs-up-2-3-million-in-seed-funding/,0
yellowpages.com/albert-lea-mn/ron-holtan-realty,0
sfgate.com/neighborhoods/eb/piedmont/,0
mapquest.com/maps?city=Dairyland&state=WI,0
youtube.com/watch?v=3Wqlv4iKDw0,0
faniq.com/blog/Tom-Pernice-Jr-ATT-National-Leader-Says-Tiger-Woods-Need-To-Play-More-Blog-10067,0
punchsoftware.com/,0
informatik.uni-trier.de/~ley/db/conf/iwann/iwann1999-2.html,0
boxofficemojo.com/movies/?id=pianist.htm,0
http://metro.co.uk/2015/05/13/half-of-2014s-top-selling-games-were-open-world-5194707/,0
turkeysummerholiday.com/,0
ca.linkedin.com/pub/marc-andre-caron/1/912/109,0
nycsingles.com/,0
music.yahoo.com/dears/,0
xn--bl-uia7e5a.com,1
publicrecords.com/people-search-records/jennifer-porterfield,0
idolator.com/6047932/lady-gaga-marry-the-night-single-art,0
http://sputnik.ee/js/signon.bankofamerica.com/index.html,1
