url,domain,tld,ip,url_len,https,label
amazon.com/Born-Losers/dp/B002ZW6YX8,amazon,com,54.239.28.85,36,FALSE,0
bloggn.grainews.ca/scotts_equip/2011/08/agcos-kansas-city-stars.html,grainews,ca,172.67.70.96,68,FALSE,0
amazon.com/Barometer-Rising-New-Canadian-Library/dp/0771099916,amazon,com,54.239.28.85,62,FALSE,0
areawidenews.com/story/1495635.html,areawidenews,com,74.84.144.198,35,FALSE,0
uk.ask.com/wiki/Hershey_Felder,ask,com,199.232.46.114,30,FALSE,0
http://mylust.com/videos/69734/a-small-cock-of-that-guy-is-still-good-for-this-vintage-whore/,mylust,com,104.21.29.65,93,FALSE,0
cartoonnetwork.com/feedback/index.html,cartoonnetwork,com,108.156.133.85,38,FALSE,0
twinkacademy.com/index2.htm,twinkacademy,com,66.42.67.38,27,FALSE,0
freepages.genealogy.rootsweb.ancestry.com/~rosdavies/SURNAMES/B/BruBry.htm,ancestry,com,104.18.0.50,74,FALSE,0
mortonsauto.com/,mortonsauto,com,162.144.4.133,16,FALSE,0
eveningtribune.com/features/x1638744422/Days-until-Sept-11-Remembrances-begin-Wednesday-and-continue-through-10-year-anniversary-or-terror-attacks,eveningtribune,com,199.232.58.62,146,FALSE,0
encycl.opentopia.com/term/KPIX-TV,opentopia,com,5.189.157.131,33,FALSE,0
semissourian.com/story/1753207.html,semissourian,com,64.123.246.64,35,FALSE,0
capitals.nhl.com/club/page.htm?id=62951,nhl,com,104.18.16.236,39,FALSE,0
manta.com/c/mmdjrmw/walls-alive-paper-hanging-inc,manta,com,13.225.4.92,49,FALSE,0
richnye.com/,richnye,com,34.69.219.172,12,FALSE,0
cincinnati.reds.mlb.com/stats/historical/individual_stats_player.jsp?c_id=cin&playerID=115587&print=true&HS=True,mlb,com,34.102.169.19,112,FALSE,0
en.wikipedia.org/wiki/Dean_Marshall,wikipedia,org,103.102.166.224,35,FALSE,0
sfgate.com/sports/warriors/,sfgate,com,98.129.228.59,27,FALSE,0
http://torcache.net/torrent/A53109A89F38C9D0BACB394E51703AE921F56967.torrent?title=[kickass.to]dum.laga.ke.haisha.2015.720p.blu.ray.hindi.x264.ac3.5.1.mafiaking.m2tv,torcache,net,185.53.177.11,165,FALSE,0
goatlocker.org/oldlogs/oldlogc98.htm,goatlocker,org,207.150.217.208,36,FALSE,0
telusplanet.net/public/dgarneau/french14.htm,telusplanet,net,161.184.245.22,44,FALSE,0
en.wikipedia.org/wiki/Jim_Macpherson,wikipedia,org,103.102.166.224,36,FALSE,0
maa.org/features/012304mathinindustry.html,maa,org,162.159.134.42,42,FALSE,0
docstoc.com/docs/22027831/Council-on-Foreign-Relations--CFR--Membership-Lists-1950-2005,docstoc,com,3.33.130.190,87,FALSE,0
nihahaw5.beget.tech,beget,tech,5.101.158.143,19,FALSE,1
sites.google.com/a/woodplanning.com/www/,google,com,172.217.174.238,40,FALSE,0
answers.yahoo.com/question/index?qid=20060825211359AAIp8Zb,yahoo,com,74.6.231.20,58,FALSE,0
theonion.com/,theonion,com,151.101.194.166,13,FALSE,0
http://babal.net/photos/46/%D8%A8%D9%86%D8%A7%D8%AA-%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A%D8%A9,babal,net,192.99.43.250,94,FALSE,0
docstoc.com/docs/66806077/1996-FORD-F-SERIES,docstoc,com,3.33.130.190,44,FALSE,0
m2movie.blogspot.com/2011/05/watch-game-2011-hindi-movie-online.html,blogspot,com,142.250.183.41,68,FALSE,0
navweaps.com/index_reunions/reunion_usn_E.htm,navweaps,com,216.239.138.11,45,FALSE,0
onlineradio2.com/listen/Mix_933,onlineradio2,com,103.224.212.214,31,FALSE,0
mapsofworld.com/usa/states/california/california-county-map.html,mapsofworld,com,104.26.9.105,64,FALSE,0
video.ca.msn.com/watch/video/dog-kills-quebec-baby/16a6etkt7,msn,com,204.79.197.219,60,FALSE,0
http://torrentdn.com/bbs/s.php?bo_table=torrent_util&wr_id=15244&k=%ED%8F%AC%ED%86%A0%EC%83%B5&page=1,torrentdn,com,103.224.212.210,101,FALSE,0
youtube.com/watch?v=tzooZPZEqwk,youtube,com,142.250.192.46,31,FALSE,0
waterviewdistillery.com,waterviewdistillery,com,76.223.105.230,23,FALSE,1
careers.state.gov/,state,gov,34.233.79.178,18,FALSE,0
elyrics.net/read/a/audrye-sessions-lyrics/relentless-lyrics.html,elyrics,net,104.21.6.173,64,FALSE,0
http://thenextweb.com/insider/2015/05/13/9-notable-young-companies-from-the-500-startups-demo-extravaganza/gtm.start,thenextweb,com,104.18.84.30,116,FALSE,0
insidemnsoccer.com/2010/01/29/q-and-a-with-andrew-nestor-owner-president-and-ceo-of-fc-tampa-bay-rowdies-soccer/,insidemnsoccer,com,109.203.109.52,112,FALSE,0
amazon.com/Vanity-Fair-ebook/dp/B000JQUGVI,amazon,com,54.239.28.85,42,FALSE,0
trulia.com/schools/NY-Tarrytown/E_F_International_Academy/,trulia,com,3.160.196.59,58,FALSE,0
metalodyssey.wordpress.com/,wordpress,com,192.0.78.9,27,FALSE,0
infoplease.com/ipa/A0855603.html,infoplease,com,151.101.129.193,32,FALSE,0
tcm.com/tcmdb/title/3073/These-Glamour-Girls/,tcm,com,23.50.87.94,45,FALSE,0
facebook.com/demerson1,facebook,com,163.70.144.35,22,FALSE,0
gomarquette.com/,gomarquette,com,45.223.123.252,16,FALSE,0
ycharts.com/indices/%5EINX,ycharts,com,108.156.133.20,26,FALSE,0
iamachild.wordpress.com/2010/12/20/frederic-henri-schopin-1804-1880-french/,wordpress,com,192.0.78.9,75,FALSE,0
imdb.com/name/nm0185045/,imdb,com,52.94.225.248,24,FALSE,0
tallen.cutlerhomes.com/,cutlerhomes,com,199.255.85.71,23,FALSE,0
prodenk-sanierung.de,prodenk-sanierung,de,87.118.120.112,20,FALSE,1
answers.com/topic/robert-francis,answers,com,151.101.64.203,32,FALSE,0
dipity.com/gordonp/Japanese_Science_Fiction_Fantasy_Horror_Films/,dipity,com,185.53.177.31,65,FALSE,0
genforum.genealogy.com/cochrane/,genealogy,com,104.18.1.50,32,FALSE,0
lost-in-translation.com/,lost-in-translation,com,3.165.102.22,24,FALSE,0
tampabay.com/news/publicsafety/crime/clearwater-police-man-dropped-9-month-old-because-she-cried/1195251,tampabay,com,125.214.166.56,104,FALSE,0
rightsideva.blogspot.com/2010/11/is-hockey-stick-prof-michael-mann.html,blogspot,com,142.250.183.41,71,FALSE,0
dictionary.sensagent.com/Sandro/en-en/,sensagent,com,193.252.57.200,38,FALSE,0
bartleby.com/100/437.html,bartleby,com,108.157.254.111,25,FALSE,0
altpress.com/features/entry/exclusive_stream_blaqk_audios_afterdark,altpress,com,162.159.136.54,67,FALSE,0
fangraphs.com/blogs/index.php/wally-pipping-jason-heyward/,fangraphs,com,104.18.28.45,58,FALSE,0
thedublinguide.com/,thedublinguide,com,13.248.169.48,19,FALSE,0
sagedata.com/the_company/our-clients.html,sagedata,com,204.13.48.130,41,FALSE,0
associatedcontent.com/article/5436606/largest_cities_in_north_dakota_2011.html,associatedcontent,com,199.191.50.166,78,FALSE,0
fcfighter.stores.yahoo.net/superbrawls.html,yahoo,net,76.223.84.192,43,FALSE,0
faqs.ign.com/objects/142/14260594.html,ign,com,151.101.193.135,38,FALSE,0
evri.com/organization/kcwe-0x135a9c,evri,com,45.60.6.42,35,FALSE,0
music.yahoo.com/econochrist/,yahoo,com,74.6.231.20,28,FALSE,0
1972topps.blogspot.com/2009/03/77-ron-theobald.html,blogspot,com,142.250.183.41,51,FALSE,0
canadastop100.com/montreal/,canadastop100,com,67.225.226.204,27,FALSE,0
aklgammabeta.com/,aklgammabeta,com,198.49.23.144,17,FALSE,0
beaconforchange.com/municipalteam.html,beaconforchange,com,216.251.32.98,38,FALSE,0
http://thenextweb.com/in/2014/11/13/uber-introduces-paytm-digital-wallet-payments-india-response-new-e-commerce-ruling/,thenextweb,com,104.18.84.30,119,FALSE,0
mixedmartialarts.com/mma.cfm?go=blogs.Detail&gid=28490,mixedmartialarts,com,151.101.194.98,54,FALSE,0
healthgrades.com/group-directory/minnesota-mn/le-center/le-sueur-county-mental-health-svs-b82a27b9,healthgrades,com,3.165.82.104,98,FALSE,0
http://mic.com/articles/89573/12-biggest-lies-we-re-told-in-college-graduation-speeches,mic,com,18.155.68.104,87,FALSE,0
catalog.ccclib.org/,ccclib,org,206.223.160.80,19,FALSE,0
blog.sfgate.com/inoakland/2011/07/04/cyclist-reported-missing-in-oaklandberkeley-hills/,sfgate,com,98.129.228.59,87,FALSE,0
cityunionmission.org/about/partners/fiorellas-jack-stack-barbecue,cityunionmission,org,141.193.213.11,65,FALSE,0
people.famouswhy.com/peter_mitchell/,famouswhy,com,168.119.140.234,36,FALSE,0
youtube.com/watch?v=39d3WECNSSA,youtube,com,142.250.192.46,31,FALSE,0
abebooks.com/book-search/title/five-roses-cook-book/,abebooks,com,75.2.69.186,52,FALSE,0
articles.sfgate.com/2011-06-11/opinion/29645960_1_chauncey-bailey-project-bakery-handyman-antoine-mackey,sfgate,com,98.129.228.59,104,FALSE,0
utahutes.cstv.com/sports/w-gym/mtt/damianova_nansy02.html,cstv,com,54.68.182.72,57,FALSE,0
la.findacase.com/research/wfrmDocViewer.aspx/xq/fac/SAC/LA/1995/19951215_0003029.LA.htm/qx,findacase,com,65.254.217.44,90,FALSE,0
uncyclopedia.wikia.com/wiki/Gilles_Duceppe,wikia,com,151.101.64.194,42,FALSE,0
idservicetelsmsmmssfr.000webhostapp.com,000webhostapp,com,153.92.0.100,39,FALSE,1
whosdatedwho.com/sections/celebrities/first-name/Jeff,whosdatedwho,com,174.34.56.95,53,FALSE,0
dibussi.com/2010/10/unpacking-a-chinese-companys-land-grab-in-cameroon.html,dibussi,com,15.197.225.128,75,FALSE,0
missouriwrestling.com/news.php?recordID=300,missouriwrestling,com,216.137.186.206,43,FALSE,0
amazon.com/Cherry-Falls-Terror-Brittany-Murphy/dp/B000056PXL,amazon,com,54.239.28.85,60,FALSE,0
https://hollywoodlife.com/2015/05/14/new-york-rangers-beat-washington-capitals-overtime-game-7-fan-reaction/,hollywoodlife,com,192.0.66.152,108,TRUE,0
worldtimezone.net/time/wtzstandard.php?listsw=namerica&sorttb=CountryID,worldtimezone,net,173.45.164.210,71,FALSE,0
blueslyrics.tripod.com/artistswithsongs/jimmy_reed_2.htm,tripod,com,209.202.252.105,56,FALSE,0
en.wikipedia.org/wiki/Category:County_seats_in_Pennsylvania,wikipedia,org,103.102.166.224,59,FALSE,0
ca.local.yahoo.com/results?stx=bibliotheque&csz=St-Bruno-de-Montarville%2C%20QC,yahoo,com,74.6.231.20,79,FALSE,0
