url,domain,tld,ip,url_len,https,label
en.wikipedia.org/wiki/Craig_Roberts_Stapleton,wikipedia,org,103.102.166.224,45,FALSE,0
alumniclass.com/winnetonka/members/yearbooks,alumniclass,com,54.225.200.238,44,FALSE,0
https://soundcloud.com/jamaicandancehall/gyptian-feat-nicki-minaj-hold-yuh-remix-fme-humbless-21st,soundcloud,com,13.33.88.55,98,TRUE,0
nashvillescene.com/nashvillecream/archives/2011/04/04/jerry-lee-lewis-to-play-third-man-on-record-store-day-cut-jack-white-produced-live-album,nashvillescene,com,192.104.183.209,142,FALSE,0
http://atricor.es/2c0222bff0a734da95e6a26a85987569/,atricor,es,185.101.227.51,51,FALSE,1
en.wikipedia.org/wiki/Atwater-Ciampolini_House,wikipedia,org,103.102.166.224,46,FALSE,0
shootfortheedit.com/forum/showthread.php?10047-IGN-Peter-Cullen-Interview,shootfortheedit,com,172.67.213.227,73,FALSE,0
dslreports.com/reviews/1653,dslreports,com,64.91.255.98,27,FALSE,0
amazon.com/Zelary-Anna-Geislerov%C3%A1/dp/B0006SGYLA,amazon,com,54.239.28.85,52,FALSE,0
onthethought.blogspot.com/2005/02/static-versus-dynamic-attitude.html,blogspot,com,142.250.183.137,69,FALSE,0
bleacherreport.com/articles/805196-iowa-state-cyclones-football-breaking-down-the-offense-in-2011,bleacherreport,com,151.101.1.91,97,FALSE,0
en.wikipedia.org/wiki/KSAN_(FM),wikipedia,org,103.102.166.224,31,FALSE,0
en.memory-alpha.org/wiki/Elinor_Donahue,memory-alpha,org,151.101.40.204,39,FALSE,0
adresz.ca/?lang=en,adresz,ca,172.67.192.102,18,FALSE,0
askbiography.com/bio/Oakland_Raiders.html,askbiography,com,172.67.215.20,41,FALSE,0
mvc-sports.com/wbasketball/news/2010-11/5165/wichita-state-falls-to-kansas-in-wnit-first-round/,mvc-sports,com,45.223.123.204,95,FALSE,0
youtube.com/watch?v=72YwNvjQ590,youtube,com,142.250.192.46,31,FALSE,0
thefreedictionary.com/action+deferred,thefreedictionary,com,45.87.28.58,37,FALSE,0
wunderground.com/US/CA/Bishop.html?bannertypeclick=infobox,wunderground,com,173.222.146.176,58,FALSE,0
hrblock.com/,hrblock,com,20.98.176.55,12,FALSE,0
xbox.ign.com/objects/477/477980.html,ign,com,151.101.193.135,36,FALSE,0
allgame.com/game.php?id=51039&tab=credits,allgame,com,130.211.32.72,41,FALSE,0
mycrumblingempire.com/,mycrumblingempire,com,3.130.204.160,22,FALSE,0
forbes.com/sites/zacks/2011/10/27/expo-primed-to-tackle-52-week-high/,forbes,com,151.101.194.49,69,FALSE,0
http://distractify.com/post/related/id/554269b04a0c4bf856f3625b/skip/10/limit/10/back/0,distractify,com,151.101.42.132,87,FALSE,0
http://www.hsqxx.com/js/?app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,hsqxx,com,172.67.221.112,93,FALSE,1
http://maybank2u.com.my/mbb_info/m2u/public/programCardsList.do?cntTypeId=0&channelId=CRD-Cards&programId=CRD12-PrepaidCards&cntKey=&chCatId=/mbb/Personal/CRD-Cards,maybank2u,com.my,23.55.47.34,164,FALSE,0
ropeofsilicon.com/celebrity/madeleine_sherwood/,ropeofsilicon,com,104.21.43.94,47,FALSE,0
http://moviepilot.com/posts/2014/03/21/fox-releases-movie-lineup-hints-at-blade-runner-sequel-1284503,moviepilot,com,216.41.211.75,101,FALSE,0
classfinders.com/directory/oh/lima/3/,classfinders,com,3.160.188.47,37,FALSE,0
facebook.com/pages/Oakland-Technical-Senior-High/114827185195191,facebook,com,163.70.144.35,64,FALSE,0
philadelphia.cbslocal.com/2011/08/10/neshaminy-schoolteachers-plan-tight-work-rules-during-contract-talks/,cbslocal,com,151.101.1.188,106,FALSE,0
en.wikipedia.org/wiki/List_of_Celtic_F.C._international_footballers,wikipedia,org,103.102.166.224,67,FALSE,0
caselaw.findlaw.com/court/us-8th-circuit/,findlaw,com,155.46.172.255,41,FALSE,0
alligator.org/sports/basketball/article_28bb743e-e776-5333-8397-fecc216daa38.html,alligator,org,50.16.124.219,81,FALSE,0
youtube.com/watch?v=KrFz90WzNQ4,youtube,com,142.250.192.46,31,FALSE,0
marshall.edu/pat/journal/CurrentIssue/Corley_Megan.htm,marshall,edu,23.185.0.3,54,FALSE,0
btjunkie.org/search?q=My+Beautiful+Dark+Twisted+Fantasy,btjunkie,org,76.223.67.189,55,FALSE,0
phd.disney.go.com/playhouse/bunnytown/mybunny/,go,com,76.223.18.1,46,FALSE,0
manta.com/c/mtgn2lh/live-nation-entertainment-inc,manta,com,13.225.4.126,49,FALSE,0
olivetreegenealogy.com/can/bdm/essex_d_windsor97.shtml,olivetreegenealogy,com,204.44.192.48,54,FALSE,0
allstarpics.net/pic-gallery/eddie-griffin-pics.htm,allstarpics,net,174.34.56.78,50,FALSE,0
classmates.com/directory/school/Washington-Marion%20High%20School?org=437,classmates,com,104.18.40.234,73,FALSE,0
homepages.rootsweb.ancestry.com/~maryc/prescott1926.htm,ancestry,com,104.18.1.50,55,FALSE,0
weather2flights.com/airlines/,weather2flights,com,104.21.36.110,29,FALSE,0
joshuahoffine.wordpress.com/,wordpress,com,192.0.78.17,28,FALSE,0
myspace.com/steveanthonycountry,myspace,com,34.111.176.156,31,FALSE,0
facebook.com/people/Pascal-Morency/1655966148,facebook,com,163.70.144.35,45,FALSE,0
limaohio.com/news/school-68783-district-building.html,limaohio,com,172.67.73.227,53,FALSE,0
charter-flight.com/en/charter_airlines/index.php,charter-flight,com,104.21.79.161,48,FALSE,0
ihsadvantage.com/h/hotelinfo/monroe/mi/us/14309/,ihsadvantage,com,104.17.24.10,48,FALSE,0
absoluteastronomy.com/topics/American_Hockey_League,absoluteastronomy,com,216.55.179.243,51,FALSE,0
en-gb.facebook.com/dzzy378,facebook,com,163.70.144.35,26,FALSE,0
youtube.com/watch?v=wGCH0xLVSz4,youtube,com,142.250.192.46,31,FALSE,0
http://olx.ro/i2/auto-masini-moto-ambarcatiuni/motociclete-scutere-atv/atv/js/spring.js,olx,ro,54.230.112.13,87,FALSE,0
hockey-reference.com/players/s/savarse01.html,hockey-reference,com,104.18.40.168,45,FALSE,0
amazon.com/Frank-Sinatra-Music-Ella-Jobim/dp/6305323550,amazon,com,54.239.28.85,55,FALSE,0
facebook.com/CassCountySummerfest,facebook,com,163.70.144.35,33,FALSE,0
http://uproxx.com/webculture/2015/03/meet-the-octopus-who-stole-a-filmmakers-camera-and-took-his-picture/,uproxx,com,192.0.66.54,105,FALSE,0
letrs.indiana.edu/cgi/t/text/text-idx?c=wright2;cc=wright2;view=text;rgn=main;idno=wright2-1989,indiana,edu,129.79.123.143,95,FALSE,0
http://techcrunch.com/2014/12/03/prenetics-raises-2-65m-to-bring-safe-accurate-dna-based-prenatal-testing-to-asia/,techcrunch,com,67.195.231.20,114,FALSE,0
aep.cornell.edu/,cornell,edu,128.253.173.242,16,FALSE,0
