url,domain,tld,ip,url_len,https,label
openjurist.org/438/f2d/1194/mangold-v-albert-gallatin-area-school-district-fayette-county-pennsylvania,openjurist,org,172.67.194.12,102,FALSE,0
sedl.org/loteced/scenarios/arabic_splendors.html,sedl,org,13.107.246.59,48,FALSE,0
losangeles.craigslist.org/sgv/pts/2683488164.html,craigslist,org,208.82.238.129,49,FALSE,0
usa-people-search.com/Find-Dawn-Sprague.aspx,usa-people-search,com,172.64.152.67,44,FALSE,0
last.fm/music/GGFH,last,fm,34.96.123.111,18,FALSE,0
mudcat.org/thread.cfm?threadid=11763,mudcat,org,50.211.9.113,36,FALSE,0
autotrader.com/dealer/results.jsp?&city=Boardman&showMap=false&address=44512&fromDsrp=true&dealer_name=,autotrader,com,104.89.121.208,103,FALSE,0
halloffamememorabilia.com/s-2-baseball.aspx,halloffamememorabilia,com,69.167.178.42,43,FALSE,0
oakridger.com/highlight/x2022439908/Oak-Ridger-Von-Smith-wins-ADRL-belt-in-Qatar,oakridger,com,146.75.74.62,80,FALSE,0
https://500px.com/photo/54002776/notre-dame-paris-by-dragox-photo-?from=set&set_id=1074128,500px,com,13.33.88.28,90,TRUE,0
jigsaw.com/scid3980832/jennifer_caldarella.xhtml,jigsaw,com,199.255.199.5,48,FALSE,0
business.rice.edu/,rice,edu,128.42.207.44,18,FALSE,0
lostcreekmachine.com/,lostcreekmachine,com,192.0.78.208,21,FALSE,0
wiki.answers.com/Q/Where_was_the_Richie_Rich_films_shot,answers,com,151.101.64.203,55,FALSE,0
cincinnati.reds.mlb.com/cin/hof/exhibits/index.jsp?loc=week,mlb,com,34.102.169.19,59,FALSE,0
http://steamcommunity.com/stats/TF2/achievements/%22http://store.steampowered.com/curators/%22,steamcommunity,com,173.222.146.99,94,FALSE,0
mp3bear.com/?q=lands+bandage,mp3bear,com,144.21.51.195,28,FALSE,0
benaroyaresearch.org/our-research/faculty/gerald-nepom,benaroyaresearch,org,198.233.243.65,54,FALSE,0
movies.about.com/od/prom/ig/Prom-Premiere-Photos/Tyler-Blackburn.htm,about,com,151.101.66.137,68,FALSE,0
http://giphy.com/posts/the-best-boygirl-meets-world-gifs-to-get-you-excited-for-the-season-2-premiere-tonight,giphy,com,151.101.193.185,109,FALSE,0
cairn.info/article.php?ID_ARTICLE=SOCO_045_0075,cairn,info,185.34.32.93,47,FALSE,0
ko5bf7lqqqhqjgh1l7lo.maherstcottage.com.au,maherstcottage,com.au,43.250.142.76,42,FALSE,1
imdb.com/name/nm0604892/,imdb,com,52.94.228.167,24,FALSE,0
