url,domain,tld,ip,url_len,https,label
markrobertgordon.com/,markrobertgordon,com,50.63.18.220,21,FALSE,0
http://elitedaily.com/news/world/elon-musk-denies-shaming-employee-childbirth/1031921/,elitedaily,com,13.35.18.67,86,FALSE,0
grouprecipes.com/62637/heart-healthy-spanish-rice.html,grouprecipes,com,216.155.128.67,54,FALSE,0
music.yahoo.com/aardvark/,yahoo,com,98.137.11.163,25,FALSE,0
myspace.com/sharkbitetapes,myspace,com,34.111.176.156,26,FALSE,0
http://b9dm.com/index.php/video/index.php/video/show/cid/56/order/index.php/video/show/cid/56/order/2,b9dm,com,50.7.159.108,101,FALSE,0
oaoa.com/articles/15in-50907-randy-line.html,oaoa,com,104.26.7.212,44,FALSE,0
utah.gov/governor/news_media/article.html?article=5425,utah,gov,204.113.13.48,54,FALSE,0
commons.wikimedia.org/wiki/United_States_generals,wikimedia,org,103.102.166.224,49,FALSE,0
amazon.com/Weirdsville-Taryn-Manning/dp/B000OU0826,amazon,com,205.251.242.103,50,FALSE,0
community.webshots.com/user/janezmu/tags/western-europe/photos,webshots,com,199.36.158.100,62,FALSE,0
answers.com/topic/clay-county-missouri,answers,com,151.101.64.203,38,FALSE,0
gradschoolfinder.com/schools/programdetail.asp?FOSKeywords=McGill+University+-+Graduate+and+Postdoctoral+Studies&SearchType=School&ProgramID=40004,gradschoolfinder,com,75.98.199.51,146,FALSE,0
http://web.tv/liveCategory/56/language/1/index/changeLanguage/newshared/searchAutoComplete,web,tv,31.186.14.111,90,FALSE,0
nhptv.org/natureworks/yellowcrownednightheron.htm,nhptv,org,132.177.204.5,49,FALSE,0
bbc.stats.com/,stats,com,34.66.88.224,14,FALSE,0
familytreemaker.genealogy.com/users/m/c/g/Martin-D-Mcgregor/WEBSITE-0001/UHP-Index.html,genealogy,com,104.18.1.50,87,FALSE,0
archive.org/stream/addressesproce1899natiuoft/addressesproce1899natiuoft_djvu.txt,archive,org,207.241.224.2,81,FALSE,0
facebook.com/group.php?gid=4943850963,facebook,com,163.70.144.35,37,FALSE,0
en.wikipedia.org/wiki/1950_NAIA_Men%27s_Division_I_Basketball_Tournament,wikipedia,org,103.102.166.224,72,FALSE,0
sports.espn.go.com/nfl/news/story?id=5984058,go,com,13.248.150.189,44,FALSE,0
rootsweb.ancestry.com/~nyononda/CEMETERY/HOUGHTAL.HTM,ancestry,com,104.18.1.50,53,FALSE,0
kckcmedical.com/,kckcmedical,com,198.185.159.144,16,FALSE,0
billiard-antiques.com/tables/trophytable.html,billiard-antiques,com,209.17.116.160,45,FALSE,0
adc.arkansas.gov/,arkansas,gov,170.94.194.134,17,FALSE,0
en.wikipedia.org/wiki/Michel_Briere,wikipedia,org,103.102.166.224,35,FALSE,0
ukrainevengland.com/,ukrainevengland,com,104.21.91.170,20,FALSE,0
kanaly.com/en/art/?4,kanaly,com,141.193.213.10,20,FALSE,0
freepages.genealogy.rootsweb.ancestry.com/~npmelton/SFRepeal1.htm,ancestry,com,104.18.1.50,65,FALSE,0
freepages.genealogy.rootsweb.ancestry.com/~vanepsgenealogy/cousins.html,ancestry,com,104.18.1.50,71,FALSE,0
en.wikipedia.org/wiki/Selau,wikipedia,org,103.102.166.224,27,FALSE,0
mp3boo.com/download-mp3/lostprophets-liberation-transmission.htm,mp3boo,com,172.232.31.180,64,FALSE,0
http://ap.org/Content/AP-In-The-News/2015/AP-to-bolster-coverage-offer-more-affordable-rates,ap,org,125.252.230.127,92,FALSE,0
uk.linkedin.com/pub/dir/+/Meldrum,linkedin,com,13.107.42.14,33,FALSE,0
people.famouswhy.com/cassidy_gifford/,famouswhy,com,168.119.140.234,37,FALSE,0
resershop.blogspot.com/2008/07/trail-building-at-aj-jolly-park.html,blogspot,com,142.250.183.169,67,FALSE,0
babycenter.com/baby-names-janina-2232.htm,babycenter,com,34.211.171.221,41,FALSE,0
heenan.ca/en/ourTeam/bio?id=331,heenan,ca,185.242.80.102,31,FALSE,0
huffingtonpost.com/2011/11/19/avalanche-beat-stars-jean_n_1102834.html,huffingtonpost,com,13.33.88.85,70,FALSE,0
no3m7nblnvhstxevfqrd.maherstcottage.com.au,maherstcottage,com.au,43.250.142.76,42,FALSE,1
uk.ratemyteachers.com/teacher/D,ratemyteachers,com,172.67.31.21,31,FALSE,0
linkedin.com/pub/amelia-campbell/10/b23/46,linkedin,com,13.107.42.14,42,FALSE,0
freeclassicaudiobooks.com/audiobooks/Sawyer/mp3/,freeclassicaudiobooks,com,147.135.114.63,48,FALSE,0
nndb.com/people/092/000095804/,nndb,com,216.218.248.231,30,FALSE,0
amazon.com/Captain-America-Avenger-Alan-Silvestri/dp/B0050PLTJQ,amazon,com,205.251.242.103,63,FALSE,0
henryrollins.shop.musictoday.com/Product.aspx?pc=1HCD15,musictoday,com,104.17.192.77,55,FALSE,0
city-data.com/zips/27514.html,city-data,com,169.62.184.199,29,FALSE,0
flixster.com/actor/anke-engelke,flixster,com,104.89.123.128,31,FALSE,0
encyclopedia2.thefreedictionary.com/Royal+water,thefreedictionary,com,45.87.28.58,47,FALSE,0
bathtownship.org/,bathtownship,org,75.2.21.72,17,FALSE,0
finance.yahoo.com/q?s=umbf,yahoo,com,98.137.11.163,26,FALSE,0
richardeaston.com/,richardeaston,com,185.230.63.107,18,FALSE,0
http://digg.com/video/heres-the-trailer-for-cowboys-vs-dinosaurs-which-is-a-very-real-movie,digg,com,104.24.20.71,91,FALSE,0
blogcritics.org/music/article/music-review-the-fishtank-ensemble-woman/,blogcritics,org,172.67.136.109,71,FALSE,0
campaignmoney.com/political/committees/texans-for-henry-bonilla.asp?cycle=06,campaignmoney,com,169.62.133.234,76,FALSE,0
shop.selectcellars.com.au,selectcellars,com.au,23.227.38.65,25,FALSE,1
ubayp.com/,ubayp,com,3.18.7.81,10,FALSE,0
linkedin.com/pub/street-guy/7/b0b/a52,linkedin,com,13.107.42.14,37,FALSE,0
facebook.com/codmansqhealthcenter,facebook,com,163.70.144.35,33,FALSE,0
3pb.co.uk/profile/andrew-macphail,3pb,co.uk,104.21.24.176,33,FALSE,0
kcradio.tripod.com/,tripod,com,209.202.252.105,19,FALSE,0
whosdatedwho.com/tpx_126564/miranda-garrison/,whosdatedwho,com,174.34.56.95,45,FALSE,0
search-torrent.com/search.php?t=wwe%20survivor%20series,search-torrent,com,172.232.4.213,55,FALSE,0
freebase.com/view/en/dick_peabody,freebase,com,216.239.32.21,33,FALSE,0
en-gb.facebook.com/tvaquebec,facebook,com,163.70.144.35,28,FALSE,0
ayushitravel.com/,ayushitravel,com,38.14.187.33,17,FALSE,0
dl.acm.org/citation.cfm?id=1387153,acm,org,104.17.78.30,34,FALSE,0
video.tvguide.com/Search/Joie+Lee,tvguide,com,199.232.208.194,33,FALSE,0
simple.wikipedia.org/wiki/Fun_and_Fancy_Free,wikipedia,org,103.102.166.224,44,FALSE,0
en.wikipedia.org/wiki/Asunder_(band),wikipedia,org,103.102.166.224,36,FALSE,0
iwatchmoviesonline.eu/movies/possession-2002/,iwatchmoviesonline,eu,72.52.179.175,45,FALSE,0
cbenee.webs.com/mlpwtw.htm,webs,com,104.21.10.237,26,FALSE,0
predators.nhl.com/club/page.htm?id=65319,nhl,com,104.18.17.236,40,FALSE,0
quickfacts.census.gov/qfd/states/27/27099.html,census,gov,148.129.75.166,46,FALSE,0
amazon.com/s?ie=UTF8&rh=i%3Aaps%2Ck%3ARoger%20Salkeld&page=1,amazon,com,205.251.242.103,60,FALSE,0
music.wikia.com/wiki/List_of_record_labels_starting_with_E,wikia,com,151.101.128.194,58,FALSE,0
techfellow.com/disruptive-innovation/scott-banister,techfellow,com,185.53.178.54,51,FALSE,0
http://kitchenfashionista.com/ugfhedgtrfewty.php,kitchenfashionista,com,13.56.33.8,48,FALSE,1
volatilephotography.blogspot.com/2008_07_01_archive.html,blogspot,com,142.250.183.169,56,FALSE,0
youtube.com/watch?v=MllwSCrJz9g,youtube,com,142.250.77.78,31,FALSE,0
jdco.org/index5.html,jdco,org,13.248.169.48,20,FALSE,0
askbiography.com/bio/1976_Kansas_City_Chiefs_season.html,askbiography,com,172.67.215.20,56,FALSE,0
notificatiionspages.000webhostapp.com,000webhostapp,com,153.92.0.100,37,FALSE,1
http://jalopnik.com/justice-police-drop-charges-after-arresting-wrong-chal-1703943408/layer/,jalopnik,com,151.101.66.166,92,FALSE,0
rudysbarnyc.com/,rudysbarnyc,com,23.227.38.65,16,FALSE,0
wn.com/Frere_chasseur,wn,com,195.149.84.101,21,FALSE,0
youtube.com/watch?v=UaAn4BgY5iI,youtube,com,142.250.77.78,31,FALSE,0
http://olx.ua/uk/list/q-%d0%ba%d1%80%d0%be%d1%81%d1%81%d0%be%d0%b2%d0%ba%d0%b8/gtm.js/,olx,ua,3.160.188.102,86,FALSE,0
facebook.com/people/Keith-Laxton/733929458,facebook,com,163.70.144.35,42,FALSE,0
hollywoodpreviews.com/rebecca-de-mornay.html,hollywoodpreviews,com,76.223.54.146,44,FALSE,0
crazyabouttv.com/rhoda.html,crazyabouttv,com,216.92.56.133,27,FALSE,0
thesilentballet.com/tsbt/2004top502.html,thesilentballet,com,65.60.38.74,40,FALSE,0
sportscollectors.net/Players.aspx?c=3&bl=Y&el=Y,sportscollectors,net,209.127.185.194,47,FALSE,0
thegoalisgreen.canadiens.com/,canadiens,com,104.26.1.60,29,FALSE,0
imtl.org/montreal/building/Drummond-Medical-Building.php,imtl,org,192.254.236.104,56,FALSE,0
