url,domain,tld,ip,url_len,https,label
jigsaw.com/scid13879120/rich_artigiani.xhtml,jigsaw,com,199.255.199.5,44,FALSE,0
myspace.com/djwaynemichael07,myspace,com,34.111.176.156,28,FALSE,0
http://buzzfil.net/article/5295/vdm/ils-se-trompent-en-plantant-du-cannabis-a-la-place-du-gazon-le-resultat-est-epoustouflant-9.html?href=inner_website,buzzfil,net,104.21.61.46,151,FALSE,0
http://europa.eu/about-eu/agencies/regulatory_agencies_bodies/policy_agencies/emsa/index_en.htm,europa,eu,147.67.210.45,95,FALSE,0
espncricinfo.com/england/content/player/country.html?country=1;alpha=K,espncricinfo,com,13.250.249.240,70,FALSE,0
c.mymovies.dk/View.aspx?device=Mobile&guidTitle=d257d66d-b84e-402c-895a-2be9fd3d79b8&guidUser=59fec8d4-c777-427c-9054-268aaf05e60f&dpi=108,mymovies,dk,217.116.209.51,138,FALSE,0
insider.espn.go.com/nhl/story/_/id/7035611/nhl-espn-magazine-2011-12-minnesota-wild-season-preview,go,com,76.223.18.1,98,FALSE,0
realtor.com/realestateandhomes-search/New-Haven_CT,realtor,com,34.213.192.166,50,FALSE,0
naia.cstv.com/sports/m-baskbl/spec-rel/032310aad.html,cstv,com,54.68.182.72,53,FALSE,0
townhall.com/columnists/dennisprager/,townhall,com,104.18.12.37,37,FALSE,0
images.mitrasites.com/fred-vinson.html,mitrasites,com,172.67.172.77,38,FALSE,0
ilovefundraising.com/,ilovefundraising,com,170.249.236.168,21,FALSE,0
waddywachtelinfo.com/JacksonBrowne3.html,waddywachtelinfo,com,74.83.144.188,40,FALSE,0
travela.priceline.com/hotel/POI-Clermont_En_Argonne_France_Clermont_En_Argonne_Meuse_France-96106906.html,priceline,com,151.101.130.186,105,FALSE,0
http://kenh14.vn/2-tek/iphone-do-suc-cung-smartphone-android-theo-tung-tieu-chi-20141117112640637.chn,kenh14,vn,123.30.151.82,101,FALSE,0
abajournal.com/news/article/husch_blackwell_sanders_grows_again_will_merge_with_chicago_ip_boutique/,abajournal,com,162.247.141.233,100,FALSE,0
bc.edu/bc_org/avp/cas/fnart/art/claudel.html,bc,edu,151.101.195.10,44,FALSE,0
yves10.square7.ch,square7,ch,162.55.0.137,17,FALSE,1
associatedcontent.com/article/851263/2008_new_york_jets_afc_east_preview.html,associatedcontent,com,199.191.50.166,77,FALSE,0
thefader.com/2011/11/08/elite-gymnastics-so-close-to-paradise-3-physical-therapy-remix-mp3/,thefader,com,172.67.131.142,91,FALSE,0
freewebs.com/johnnyyongbosch/,freewebs,com,104.18.38.120,29,FALSE,0
visitlittletokyo.com/,visitlittletokyo,com,216.40.47.17,21,FALSE,0
beemp3.com/download.php?file=945291&song=The+Pride+-+Pts+1+%26+2,beemp3,com,23.88.53.29,64,FALSE,0
bloody-disgusting.com/news/17050,bloody-disgusting,com,104.26.5.24,32,FALSE,0
kianpg.com,kianpg,com,110.74.164.58,10,FALSE,1
scootdawg.proboards.com/index.cgi?board=auction&action=display&thread=32313,proboards,com,151.101.1.91,75,FALSE,0
http://nypost.com/2015/05/13/columbia-hoops-terrific-catch-could-put-them-over-the-top-in-ivy/,nypost,com,192.0.66.32,94,FALSE,0
amazon.com/Betrayal-Shattering-Discrimination-Publishing-Association/dp/0961423005,amazon,com,52.94.236.248,82,FALSE,0
freedomfightersforamerica.com/,freedomfightersforamerica,com,3.231.109.32,30,FALSE,0
npr.org/2011/10/20/141530025/occupy-wall-street-from-a-blog-post-to-a-movement,npr,org,13.225.4.48,78,FALSE,0
https://getpocket.com/signup?mode=socialmode&t=1&route=http://getpocket.com/p/pocket-topics/sports,getpocket,com,3.165.82.36,98,TRUE,0
chemistry.lsu.edu/site/People/Faculty/Kevin%20Smith/item1139.html,lsu,edu,130.39.6.220,65,FALSE,0
payment.childrensmercy.org/PFS/,childrensmercy,org,217.114.94.2,31,FALSE,0
tripadvisor.com/Attraction_Review-g255069-d1480886-Reviews-Gallo_DairyLand-Cairns_Cairns_District_Queensland.html,tripadvisor,com,151.101.2.28,113,FALSE,0
elections.ca/content.aspx?section=ele&document=qc&dir=pas/39ge/loc/lis&lang=e,elections,ca,207.35.99.232,77,FALSE,0
yelp.com/biz/silver-star-bakery-providence,yelp,com,199.232.44.116,42,FALSE,0
dec.ny.gov/cfmx/extapps/MinedLand/standard/commodities/index.cfm?commod=dut_liv,ny,gov,107.20.176.212,79,FALSE,0
divaelizabeth.deviantart.com/,deviantart,com,52.84.229.114,29,FALSE,0
nytimes.com/keyword/kemper-arena,nytimes,com,151.101.129.164,32,FALSE,0
violetenish93.tripod.com/entry-www.provider.emergis.com.html,tripod,com,209.202.252.105,60,FALSE,0
goireland.com/BLOG/article/Dara-O-Briain-at-Vicar-Street-Dublin.html,goireland,com,185.53.177.31,68,FALSE,0
coursehero.com/file/2201994/31295018720788/,coursehero,com,104.17.143.115,43,FALSE,0
boards.ancestry.com/surnames.dufour/244/mb.ashx,ancestry,com,104.18.1.50,47,FALSE,0
house.missouri.gov/content.aspx?info=/bills081/member/MEM052.HTM,missouri,gov,45.60.32.21,64,FALSE,0
uecorp.com/,uecorp,com,52.223.41.128,11,FALSE,0
weberstatesports.com/ViewArticle.dbml?DB_OEM_ID=8600&ATCLID=205029331,weberstatesports,com,3.20.108.241,69,FALSE,0
spartannation.com/2007/08/22/sam-puryear-named-michigan-state-men%e2%80%99s-golf-coach/,spartannation,com,15.197.142.173,87,FALSE,0
democraticspace.com/canada2008/ontario/,democraticspace,com,3.130.253.23,39,FALSE,0
local.yahoo.com/info-18611978-assurant-employee-benefits-addison,yahoo,com,74.6.231.20,64,FALSE,0
fbschedules.com/ncaa-11/big-12/2011-missouri-tigers-football-schedule.php,fbschedules,com,172.67.28.223,73,FALSE,0
famgen.net/schwend/surnames.htm,famgen,net,76.223.54.146,31,FALSE,0
igougo.com/attractions-reviews-b56475-Montreal-Notre-Dame-des-Neiges_Cemetery.html,igougo,com,213.174.150.37,82,FALSE,0
letrs.indiana.edu/cgi/t/text/text-idx?c=wright2;cc=wright2;view=text;rgn=main;idno=Wright2-0945%3C,indiana,edu,129.79.123.142,98,FALSE,0
waterhousedodd.com/carl-hugo-beetz,waterhousedodd,com,35.195.234.96,34,FALSE,0
en.wikipedia.org/wiki/Lysane_Blanchette-Lamothe,wikipedia,org,103.102.166.224,47,FALSE,0
dndsrd.net/spellsMtoO.html,dndsrd,net,16.12.4.112,26,FALSE,0
photobucket.com/images/chris%20makepeace/,photobucket,com,52.84.45.37,41,FALSE,0
