url,domain,tld,ip,url_len,https,label
realtor.com/property-search/Chesnee_SC/Carissa-Ct,realtor,com,44.229.83.10,49,FALSE,0
spokeo.com/Tim+Stokes,spokeo,com,54.184.101.235,21,FALSE,0
facebook.com/pages/Lust-Caution/40845596504,facebook,com,163.70.144.35,43,FALSE,0
http://techcrunch.com/2015/04/10/psa-sorry-those-apple-watch-band-swapping-sites-arent-going-to-work/,techcrunch,com,67.195.231.20,101,FALSE,0
code.google.com/p/struts2-persistenceplugin/wiki/2_Hibernate_Validator_Validation,google,com,172.217.174.238,81,FALSE,0
phoenix.craigslist.org/pet/,craigslist,org,208.82.238.129,27,FALSE,0
pensburgh.com/2011/7/12/2272330/wbs-penguins-re-sign-joey-mormina,pensburgh,com,199.232.193.246,65,FALSE,0
https://paytm.com/blog/win-tickets-for-new-movie-bhopal-aprayerforrain/?share=email,paytm,com,172.65.64.50,83,TRUE,0
thewaterreport.com/Authors.html,thewaterreport,com,162.244.93.6,31,FALSE,0
bbc.co.uk/music/reviews/nwvh,bbc,co.uk,151.101.192.81,28,FALSE,0
youtube.com/watch?v=7lu81z2E6pE,youtube,com,142.250.77.78,31,FALSE,0
linkedin.com/pub/dir/bill/torrey,linkedin,com,13.107.42.14,32,FALSE,0
mads.cbssports.com/mac-ad?celt=ifc&SP=18&POS=100&SITE=185&BRAND=59&NCAT=21691:21727:21836:&NODE=21836&PTYPE=6879&PGUID=TqsQvgq0Ht8AAD2Kkwk&DVAR_USER=anon&STAGING=0,cbssports,com,151.101.129.188,163,FALSE,0
http://www.naylorantiques.com/euWIWYTbuFyUmmj/opGJvHhmPmNuTgQ/,naylorantiques,com,172.66.0.96,62,FALSE,1
http://gawker.com/5945535/heathen-president-refuses-to-condemn-piece-of-art-from-1987,gawker,com,75.2.60.5,85,FALSE,0
baseball-almanac.com/players/player.php?p=daviswi02,baseball-almanac,com,208.84.118.200,51,FALSE,0
https://privatbank.ua/ua/business/universalnyje-reshenija/buhgalteria-online/gtm.start,privatbank,ua,75.2.32.163,86,TRUE,0
youtube.com/watch?v=ZcD5INtodxE,youtube,com,142.250.77.78,31,FALSE,0
