url,domain,tld,ip,url_len,https,label
grognardstavern.proboards.com/index.cgi?board=bagboard,proboards,com,151.101.193.91,54,FALSE,1
games.groups.yahoo.com/group/Blood-of-Heroes-chat/,yahoo,com,98.137.11.164,50,FALSE,1
www.rpg.net/reviews/archive/10/10144.phtml,rpg,net,66.175.221.219,42,FALSE,1
www.oocities.org/gislef/bnw_home.htm,oocities,org,85.17.147.12,36,FALSE,1
en.wikipedia.org/wiki/Capes,wikipedia,org,103.102.166.224,27,FALSE,1
www.museoffire.com/Games/,museoffire,com,70.39.151.222,25,FALSE,1
home.earthlink.net/~chlj/DCH3rules.html,earthlink,net,104.18.208.148,39,FALSE,1
members.tripod.com/~Lunaseas/Morefun/hq.html,tripod,com,209.202.252.105,44,FALSE,1
www.oocities.org/hollywood/set/4398/jla.html,oocities,org,85.17.147.12,44,FALSE,1
games.groups.yahoo.com/group/dcuniverserpg/,yahoo,com,98.137.11.164,43,FALSE,1
games.groups.yahoo.com/group/DCU-RPG/,yahoo,com,98.137.11.164,37,FALSE,1
www.internationalhero.co.uk/e/enforcersrpg.htm,internationalhero,co.uk,46.101.90.126,46,FALSE,1
www.hoboes.com/html/RPG/BrandX/,hoboes,com,172.241.24.147,31,FALSE,1
members.tripod.com/~TrevorDoom/,tripod,com,209.202.252.105,31,FALSE,1
kevan.org/rumble.cgi?rules,kevan,org,80.208.230.242,26,FALSE,1
www.angelfire.com/tx2/webgamer/supers.html,angelfire,com,209.202.252.105,42,FALSE,1
www.kotiposti.net/trmika/powergame/,kotiposti,net,193.229.9.135,35,FALSE,1
arcdream.com/godlike/,arcdream,com,69.195.76.217,21,FALSE,1
games.groups.yahoo.com/group/GODLIKE/,yahoo,com,98.137.11.164,37,FALSE,1
www.rpg.net/reviews/archive/11/11600.phtml,rpg,net,66.175.221.219,42,FALSE,1
www.rpg.net/reviews/archive/11/11226.phtml,rpg,net,66.175.221.219,42,FALSE,1
games.groups.yahoo.com/group/golden-heroes/,yahoo,com,98.137.11.164,43,FALSE,1
www.guildofblades.com/heroes.html,guildofblades,com,74.48.38.146,33,FALSE,1
users.chariot.net.au/~marcof/,chariot,net.au,203.87.108.74,29,FALSE,1
www.rpg.net/reviews/archive/14/14933.phtml,rpg,net,66.175.221.219,42,FALSE,1
games.groups.yahoo.com/group/icons-rpg/,yahoo,com,98.137.11.164,39,FALSE,1
gamedesignfanatic.blogspot.com/2011/01/examination-of-icons-rpg.html,blogspot,com,142.250.183.137,68,FALSE,1
www.rpg.net/reviews/archive/10/10906.phtml,rpg,net,66.175.221.219,42,FALSE,1
patric.net/morpheus/legend/,patric,net,74.208.236.171,27,FALSE,1
home.sprynet.com/~rjstevenson/rpg/vandv.html,sprynet,com,52.147.208.244,44,FALSE,1
avmists.gargoyles-fans.org/jun00_game.html,gargoyles-fans,org,80.86.83.11,42,FALSE,1
games.groups.yahoo.com/group/VandV/,yahoo,com,98.137.11.164,35,FALSE,1
games.groups.yahoo.com/group/living-legends/,yahoo,com,98.137.11.164,44,FALSE,1
www.sabledrake.com/2000a/powers_vv.htm,sabledrake,com,103.224.182.253,38,FALSE,1
paratime.ca/v_and_v/,paratime,ca,66.96.149.1,20,FALSE,1
en.wikipedia.org/wiki/Villains_and_Vigilantes,wikipedia,org,103.102.166.224,45,FALSE,1
www.prismnet.com/~antix/ll/welcome.html,prismnet,com,205.166.246.92,39,FALSE,1
www.angelfire.com/ns/weird/rpg.html,angelfire,com,209.202.252.105,35,FALSE,1
www.angelfire.com/mi/spiderman/,angelfire,com,209.202.252.105,31,FALSE,1
www.strw.leidenuniv.nl/~vlemming/statindx.html,leidenuniv,nl,132.229.92.45,46,FALSE,1
truesilver.11net.com/marvel.htm,11net,com,38.113.1.80,31,FALSE,1
games.groups.yahoo.com/group/anewuniversecomethforth/,yahoo,com,98.137.11.164,53,FALSE,1
www.angelfire.com/rpg/marvelclassic/index.html,angelfire,com,209.202.252.105,46,FALSE,1
www.angelfire.com/ca/stormangel/MarvelRPG.html,angelfire,com,209.202.252.105,46,FALSE,1
www.angelfire.com/planet/heroicus/,angelfire,com,209.202.252.105,34,FALSE,1
murpg.proboards.com/index.cgi?,proboards,com,151.101.193.91,30,FALSE,1
games.groups.yahoo.com/group/Mutants_n_Masterminds/,yahoo,com,98.137.11.164,51,FALSE,1
mecha.com/~conkle/mm/index.html,mecha,com,198.49.23.144,31,FALSE,1
