url,domain,tld,ip,url_len,https,label
www.users.zetnet.co.uk/kappa/basil.htm,zetnet,co.uk,81.137.173.33,38,FALSE,1
www.mw-software.com/software/32bitlib/32bitlib.html,mw-software,com,217.160.0.100,51,FALSE,1
www.boddie.org.uk/david/Projects/index.html,boddie,org.uk,78.159.101.157,43,FALSE,1
www.nedprod.com/programs/RISC-OS/Wimp2/,nedprod,com,51.158.150.220,39,FALSE,1
www.xs4all.nl/~lsmiers/,xs4all,nl,99.83.136.155,23,FALSE,1
www.apdl.co.uk/isv/tcalc.htm,apdl,co.uk,199.59.243.226,28,FALSE,1
www.jamesweb.org.uk/timezone/,jamesweb,org.uk,5.9.123.243,29,FALSE,1
members.tripod.com/~microsloth/c_util.htm,tripod,com,209.202.252.105,41,FALSE,1
www.dune.demon.nl/tabsoft/iconizebar_uk.html,demon,nl,52.222.139.26,44,FALSE,1
www.flypig.co.uk/dnload.htm,flypig,co.uk,92.205.106.204,27,FALSE,1
www.davel.me.uk/riscos/,davel,me.uk,76.223.67.189,23,FALSE,1
coleman.orpheusweb.co.uk/frames/software.html,orpheusweb,co.uk,81.5.176.32,45,FALSE,1
melhuish.info/simon/projects/,melhuish,info,62.233.121.49,29,FALSE,1
www.iol.ie/~djkoshea/misc/clock.html,iol,ie,193.120.143.144,36,FALSE,1
www.mw-software.com/software/appdock/appdock.html,mw-software,com,217.160.0.100,49,FALSE,1
www.starfighter.acornarcade.com/mysite/utilities.htm#switch,acornarcade,com,82.68.159.212,59,FALSE,1
homepage.eircom.net/~lrtc/computers/software/easifiler/index.html,eircom,net,86.43.151.3,65,FALSE,1
www.apdl.co.uk/isv/dlock.htm,apdl,co.uk,199.59.243.226,28,FALSE,1
www.flypig.co.uk/dnload.htm#buttonbar,flypig,co.uk,92.205.106.204,37,FALSE,1
www.explan.co.uk/Diary.html,explan,co.uk,206.189.116.26,27,FALSE,1
www.cconcepts.co.uk/products/wordw.htm,cconcepts,co.uk,51.15.43.51,38,FALSE,1
www.stevefryatt.org.uk/software/float/,stevefryatt,org.uk,141.136.33.11,38,FALSE,1
www.iol.ie/~djkoshea/misc/patchcdfs.html,iol,ie,193.120.143.144,40,FALSE,1
www.iol.ie/~djkoshea/misc/compsa.html,iol,ie,193.120.143.144,37,FALSE,1
www.iol.ie/~djkoshea/misc/ledcache.html,iol,ie,193.120.143.144,39,FALSE,1
www.iol.ie/~djkoshea/misc/djctrl.html,iol,ie,193.120.143.144,37,FALSE,1
www.mw-software.com/software/rasmol/rasmol.html,mw-software,com,217.160.0.100,47,FALSE,1
