url,domain,tld,ip,url_len,https,label
mp3raid.com/music/krizz_kaliko.html,mp3raid,com,15.197.225.128,35,FALSE,0
bopsecrets.org/rexroth/cr/1.htm,bopsecrets,org,208.42.238.172,31,FALSE,0
http://buzzfil.net/m/show-art/ils-etaient-loin-de-s-imaginer-que-le-hibou-allait-faire-ceci-quand-ils-filmaient-2.html,buzzfil,net,104.21.61.46,118,FALSE,0
espn.go.com/nba/player/_/id/3457/brandon-rush,go,com,13.248.150.189,45,FALSE,0
yourbittorrent.com/?q=anthony-hamilton-soulife,yourbittorrent,com,104.31.16.10,46,FALSE,0
allmusic.com/album/crazy-from-the-heat-r16990,allmusic,com,130.211.21.62,45,FALSE,0
corporationwiki.com/Ohio/Columbus/frank-s-benson-P3333917.aspx,corporationwiki,com,172.67.68.20,62,FALSE,0
myspace.com/video/vid/30602581,myspace,com,34.111.176.156,30,FALSE,0
quickfacts.census.gov/qfd/maps/iowa_map.html,census,gov,148.129.75.166,44,FALSE,0
nugget.ca/ArticleDisplay.aspx?archive=true&e=1160966,nugget,ca,34.111.67.160,52,FALSE,0
uk.linkedin.com/pub/steve-rubenstein/8/718/755,linkedin,com,13.107.42.14,46,FALSE,0
baseball-reference.com/players/h/harrige01.shtml,baseball-reference,com,104.18.38.165,48,FALSE,0
192.com/atoz/people/oakley/patrick/,192,com,172.67.40.216,35,FALSE,0
nytimes.com/1998/03/29/style/cuttings-oh-that-brazen-raucous-glorious-hibiscus.html,nytimes,com,151.101.129.164,83,FALSE,0
escholarship.org/uc/item/5xt4952c,escholarship,org,52.222.144.3,33,FALSE,0
songfacts.com/detail.php?id=13410,songfacts,com,192.154.241.220,33,FALSE,0
casamanana.org/education/blba/,casamanana,org,162.159.135.42,30,FALSE,0
http://hollywoodlife.com/2014/05/01/rihanna-iheartradio-music-awards-dress-2014-pics/,hollywoodlife,com,192.0.66.152,85,FALSE,0
http://www.marketingbyinternet.com/mo/e56508df639f6ce7d55c81ee3fcd5ba8/,marketingbyinternet,com,23.82.12.32,71,FALSE,1
en.wikipedia.org/wiki/North_Dakota,wikipedia,org,103.102.166.224,34,FALSE,0
soaps.sheknows.com/daysofourlives/news/id/20259/Days_Of_Our_Lives_Casts_Ruta_Lee/,sheknows,com,192.0.66.192,81,FALSE,0
