url,domain,tld,ip,url_len,https,label
en.wikipedia.org/wiki/Battleship_game,wikipedia,org,103.102.166.224,37,FALSE,1
www.galactic-guide.com/articles/2R60.html,galactic-guide,com,46.43.3.37,41,FALSE,1
www.invisible-city.com/play/104/psi-squad,invisible-city,com,70.32.23.120,41,FALSE,1
www.math.niu.edu/~rusin/uses-math/games/other/dots_n_boxes,niu,edu,131.156.223.14,58,FALSE,1
www.cae.wisc.edu/~dwilson/boxes/,wisc,edu,144.92.9.70,32,FALSE,1
mathworld.wolfram.com/DotsandBoxes.html,wolfram,com,140.177.9.134,39,FALSE,1
www.msri.org/realvideo/ln/msri/2000/gametheory/scott/1/,msri,org,54.177.207.148,55,FALSE,1
mathforum.org/epigone/geometry-research/37,mathforum,org,104.21.33.140,42,FALSE,1
mathforum.org/epigone/geometry-research/smingzhermrerd,mathforum,org,104.21.33.140,54,FALSE,1
www.sciencenews.org/sn_arc97/4_5_97/mathland.htm,sciencenews,org,23.185.0.2,48,FALSE,1
www.xs4all.nl/~spaanszt/PencilPaperGames/TicTacToe.html,xs4all,nl,75.2.72.204,55,FALSE,1
www.chessandpoker.com/tic_tac_toe_strategy.html,chessandpoker,com,70.40.207.86,47,FALSE,1
ostermiller.org/tictactoeexpert.html,ostermiller,org,3.101.198.101,36,FALSE,1
www.askapastor.org/tictac.html,askapastor,org,13.248.243.5,30,FALSE,1
mathlair.allfunandgames.ca/tictactoe.php,allfunandgames,ca,67.215.3.243,40,FALSE,1
www.party411.com/gameguide.html,party411,com,167.94.209.195,31,FALSE,1
www.partydirectory.com/games/index.html,partydirectory,com,13.248.169.48,39,FALSE,1
www.barnonedrinks.com/games/,barnonedrinks,com,216.146.223.58,28,FALSE,1
www.realbeer.com/fun/games/,realbeer,com,3.228.246.63,27,FALSE,1
www.angelfire.com/mi/erinkicksass/DeepBlueSea.html,angelfire,com,209.202.252.105,50,FALSE,1
www.webtender.com/handbook/games/,webtender,com,216.92.233.54,33,FALSE,1
www.angelfire.com/ca/drinkinggames/,angelfire,com,209.202.252.105,35,FALSE,1
www.keegan.org/jeff/humor/,keegan,org,162.241.253.66,26,FALSE,1
www.firsttvdrama.com/pbs/pbsdrink.php3,firsttvdrama,com,192.121.124.124,38,FALSE,1
www.lanceandeskimo.com/angel/bingo.shtml,lanceandeskimo,com,96.44.188.234,40,FALSE,1
stupidcollegekid.tripod.com/thestupidcollegekid/,tripod,com,209.202.252.105,48,FALSE,1
www.welkmusicalfamily.com/drinkinggame.html,welkmusicalfamily,com,65.39.148.167,43,FALSE,1
www.angelfire.com/bc3/passions/,angelfire,com,209.202.252.105,31,FALSE,1
www.ringthis.com/tv_drinking_games/billnye.php,ringthis,com,34.174.57.221,46,FALSE,1
www.ringthis.com/tv_drinking_games/abfab.php,ringthis,com,34.174.57.221,44,FALSE,1
www.tarfumes.com/drinkinggames.shtml,tarfumes,com,3.33.251.168,36,FALSE,1
www.alcohol-stuff.co.uk/drinking-games.html,alcohol-stuff,co.uk,5.77.55.26,43,FALSE,1
en.wikipedia.org/wiki/Drinking_game,wikipedia,org,103.102.166.224,35,FALSE,1
froods.ca/~dschaub/google.html,froods,ca,139.144.110.223,30,FALSE,1
www.dotdotdotcomma.com/diversions/mdgames/dala-gp/dala-gp.php,dotdotdotcomma,com,217.160.0.64,61,FALSE,1
sotallytober.com/games/,sotallytober,com,191.101.50.30,23,FALSE,1
www.drinknation.com/drinking-games,drinknation,com,34.226.166.27,34,FALSE,1
www.partyschooled.com/drinking-games.html,partyschooled,com,15.197.148.33,41,FALSE,1
www.barmeister.com/games/,barmeister,com,216.92.84.5,25,FALSE,1
www.freewebs.com/milwaukeebeerpong/,freewebs,com,172.64.149.136,35,FALSE,1
www.angelfire.com/fl2/thisnthat/,angelfire,com,209.202.252.105,32,FALSE,1
party-games.zaural.ru/party-games.html,zaural,ru,85.233.130.66,38,FALSE,1
www.kamranweb.com/smsmessages/love-sms-messages/,kamranweb,com,158.106.139.111,48,FALSE,1
www.funattic.com/game_icebreaker.htm,funattic,com,104.16.159.43,36,FALSE,1
www.wilderdom.com/games/Icebreakers.html,wilderdom,com,173.201.177.158,40,FALSE,1
www.residentassistant.com/games/icebreakers.htm,residentassistant,com,35.184.199.146,47,FALSE,1
www.kimskorner4teachertalk.com/classmanagement/icebreakers.html,kimskorner4teachertalk,com,134.119.176.25,63,FALSE,1
trevor-hopkins.org.uk/mystery/,trevor-hopkins,org.uk,185.151.30.208,30,FALSE,1
www.teambuildingusa.com/murder-mystery-team-building-activity.asp,teambuildingusa,com,68.66.226.121,65,FALSE,1
www.cs.virginia.edu/oracle/,virginia,edu,128.143.33.150,27,FALSE,1
www.ehow.com/how_2488_play-truth-dare.html,ehow,com,104.18.37.116,42,FALSE,1
homepage.ntlworld.com/michael.parnaby/Index.htm,ntlworld,com,213.105.9.42,47,FALSE,1
brucey.net/gameplan-pbm/,brucey,net,77.72.1.43,24,FALSE,1
www.madcentral.com/index.htm,madcentral,com,217.160.0.67,28,FALSE,1
www.angelfire.com/mo/ExtraTime/,angelfire,com,209.202.252.105,31,FALSE,1
home.nvg.org/~cezton/kjc_iac.html,nvg,org,129.241.210.22,33,FALSE,1
groups.yahoo.com/group/IACANGELS/,yahoo,com,74.6.231.20,33,FALSE,1
www.kjcgames.com/mi.htm,kjcgames,com,217.160.0.203,23,FALSE,1
www.cricky.net/rangers/,cricky,net,144.217.146.128,23,FALSE,1
shardweb.homepage.dk/Monster_Island/The_MLF.htm,homepage,dk,212.88.64.12,47,FALSE,1
groups.yahoo.com/group/monsterisland/,yahoo,com,74.6.231.20,37,FALSE,1
www.pvv.ntnu.no/~kennetso/dominion/,ntnu,no,129.241.160.102,35,FALSE,1
www.spacious.com/dtr/open/menu/main.html,spacious,com,172.66.40.203,40,FALSE,1
www.felini.org/index.html,felini,org,13.248.169.48,25,FALSE,1
home.nvg.ntnu.no/~cezton/bse.html,ntnu,no,129.241.160.102,33,FALSE,1
groups.yahoo.com/group/QuestChat/,yahoo,com,74.6.231.20,33,FALSE,1
groups.yahoo.com/group/Quest-Online,yahoo,com,74.6.231.20,35,FALSE,1
home.eunet.no/~rfyri/QuestCity/,eunet,no,167.235.84.108,31,FALSE,1
freepages.pavilion.net/users/nigelh/quest.htm,pavilion,net,76.223.54.146,45,FALSE,1
crasi4stuff.tripod.com/index.html,tripod,com,209.202.252.105,33,FALSE,1
home.eunet.no/~rfyri/QuestMaps/,eunet,no,167.235.84.108,31,FALSE,1
home.nvg.ntnu.no/~cezton/warlord.html,ntnu,no,129.241.160.102,37,FALSE,1
users.ox.ac.uk/~ctsu0009/wote/,ox,ac.uk,151.101.194.216,30,FALSE,1
www.sjgames.com/gamerfinder/,sjgames,com,166.78.160.234,28,FALSE,1
www.accessdenied.net/database.htm,accessdenied,net,216.40.34.41,33,FALSE,1
groups.yahoo.com/group/JIGG/,yahoo,com,74.6.231.20,28,FALSE,1
www.redbrick.dcu.ie/~stocs/,dcu,ie,99.80.221.0,27,FALSE,1
sites.google.com/site/ucdgamesoc/,google,com,142.250.199.142,33,FALSE,1
www.bristol.ac.uk/Depts/Union/Games/,bristol,ac.uk,137.222.1.237,36,FALSE,1
members.multimania.co.uk/jamesbroth/,multimania,co.uk,213.131.252.254,36,FALSE,1
members.multimania.co.uk/fwgs/index.htm,multimania,co.uk,213.131.252.254,39,FALSE,1
www.dur.ac.uk/games.society/,dur,ac.uk,75.2.69.134,28,FALSE,1
www.cs.cmu.edu/~scandal/resources.html,cmu,edu,128.2.42.10,38,FALSE,1
userpages.umbc.edu/~jack/supercomputer-resources.html,umbc,edu,23.185.0.4,53,FALSE,1
www.stairwaytohell.com/articles/AU-AcornHistory.html,stairwaytohell,com,82.148.225.179,52,FALSE,1
www.xs4all.nl/~fjkraan/comp/atom/history/index.html,xs4all,nl,75.2.72.204,51,FALSE,1
www.old-computers.com/museum/company.asp?st=1&amp;m=3,old-computers,com,70.39.90.71,53,FALSE,1
www.mcmordie.co.uk/acornhistory/,mcmordie,co.uk,5.77.41.150,32,FALSE,1
www.old-computers.com/museum/computer.asp?c=75,old-computers,com,70.39.90.71,46,FALSE,1
www.mcmordie.co.uk/acornhistory/a5khist.shtml,mcmordie,co.uk,5.77.41.150,45,FALSE,1
www.xs4all.nl/~fjkraan/comp/atom/,xs4all,nl,75.2.72.204,33,FALSE,1
www.old-computers.com/museum/computer.asp?c=80,old-computers,com,70.39.90.71,46,FALSE,1
www.adsb.co.uk/bbc/bbc_master.html,adsb,co.uk,81.187.30.81,34,FALSE,1
www.poppyfields.net/acorn/products/micro.shtml,poppyfields,net,193.178.223.134,46,FALSE,1
teletext.mb21.co.uk/timeline/bbcmu0583.shtml,mb21,co.uk,67.205.27.66,44,FALSE,1
www.heimcomputer.de/english/comp/acornelectron.html,heimcomputer,de,81.169.145.88,51,FALSE,1
www.tradeinpost.com/electron.html,tradeinpost,com,62.138.13.45,33,FALSE,1
www.old-computers.com/museum/computer.asp?c=121,old-computers,com,70.39.90.71,47,FALSE,1
www.obsoletecomputermuseum.org/electron/,obsoletecomputermuseum,org,43.205.161.2,40,FALSE,1
home.claranet.nl/users/bverhoev/,claranet,nl,195.157.4.130,32,FALSE,1
www.heyrick.co.uk/econet/,heyrick,co.uk,193.33.179.237,25,FALSE,1
bjh21.me.uk/acorn/manuals/Sys2TM/contents.html,bjh21,me.uk,93.93.131.173,46,FALSE,1
www.gag.de/ukinfo.html,gag,de,217.160.0.125,22,FALSE,1
www.cuci.nl/~pscheele/ACorner/acornr.htm,cuci,nl,212.125.128.1,40,FALSE,1
shell.ihug.co.nz/~snookums/,ihug,co.nz,203.109.135.49,27,FALSE,1
homepages.ihug.co.nz/~jamjars/AUW/,ihug,co.nz,203.109.135.49,34,FALSE,1
www.poppyfields.net/sasaug/,poppyfields,net,193.178.223.134,27,FALSE,1
users.powernet.co.uk/depson/MKAUG/home.html,powernet,co.uk,85.116.172.1,43,FALSE,1
www.faqs.org/faqs/amiga/,faqs,org,199.231.164.68,24,FALSE,1
www.sacc.org/amiwest/index.html,sacc,org,69.161.142.43,31,FALSE,1
news.cnet.com/2100-1040-232557.html,cnet,com,34.149.196.126,35,FALSE,1
slashdot.org/article.pl?sid=99/07/08/208226,slashdot,org,172.64.151.192,43,FALSE,1
slashdot.org/articles/99/07/09/1224209.shtml,slashdot,org,172.64.151.192,44,FALSE,1
www.cucug.org/amiga/aminews/1999/990805-ai.html,cucug,org,67.205.31.121,47,FALSE,1
www.theregister.co.uk/1999/09/22/amiga_ceo_confirms_softwareonly_strategy/,theregister,co.uk,104.17.206.114,74,FALSE,1
dspace.dial.pipex.com/ap2/,pipex,com,212.74.99.37,26,FALSE,1
www.cucug.org/ar/ar.html,cucug,org,67.205.31.121,24,FALSE,1
www.calweb.com/~rabel1/,calweb,com,64.57.100.6,23,FALSE,1
www.idi.ntnu.no/~alfw/links/computers.html,ntnu,no,129.241.160.102,42,FALSE,1
www.angelfire.com/amiga/amihaha/AmiHaHa.htm,angelfire,com,209.202.252.105,43,FALSE,1
www.angelfire.com/oh/amiga/,angelfire,com,209.202.252.105,27,FALSE,1
www.iol.ie/~ecarroll/snoopdos.html,iol,ie,193.120.143.144,34,FALSE,1
www.ruppert-it.de/amiga/,ruppert-it,de,85.158.176.73,24,FALSE,1
www.df.lth.se/~cato/nostalgia.html,lth,se,130.235.58.4,34,FALSE,1
www.hackerland.de/crackerland/,hackerland,de,5.35.225.61,30,FALSE,1
www.uib.no/people/oodkr/Rebels/,uib,no,129.177.5.185,31,FALSE,1
www.shining8.de/amiga/,shining8,de,46.4.74.60,22,FALSE,1
www.pvv.ntnu.no/~pallo/talent/,ntnu,no,129.241.160.102,30,FALSE,1
www.lysator.liu.se/~celeborn/magic/,liu,se,130.236.18.52,35,FALSE,1
www.cncd.fi/muffler/,cncd,fi,109.123.241.146,20,FALSE,1
www.compsoc.net/~leo/,compsoc,net,51.254.131.104,21,FALSE,1
www.xs4all.nl/~perseus/,xs4all,nl,75.2.72.204,23,FALSE,1
www.missingpiece.com/inform/amiga.html,missingpiece,com,67.205.31.189,38,FALSE,1
thunderstorms.org/NATW/,thunderstorms,org,162.55.84.70,23,FALSE,1
www.obviously.com/dice/,obviously,com,173.236.252.180,23,FALSE,1
www.haage-partner.de/com/storm/sc_e.htm,haage-partner,de,134.119.0.133,39,FALSE,1
www.triumph.no/mame/,triumph,no,104.37.38.99,20,FALSE,1
jffabre.free.fr/amiga/patches.html,free,fr,212.27.48.10,34,FALSE,1
www.kaervek.de/amiga/Patches/Kaervek/kaervek.html,kaervek,de,185.53.177.20,49,FALSE,1
members.tripod.com/whdloadrules/,tripod,com,209.202.252.105,32,FALSE,1
www.amiga-stuff.com/samegame/,amiga-stuff,com,83.172.188.29,29,FALSE,1
www.nemmelheim.de/classicgames/,nemmelheim,de,5.175.14.187,31,FALSE,1
www.faqs.org/faqs/amiga/games-FAQ,faqs,org,199.231.164.68,33,FALSE,1
hem.passagen.se/lorens/index.html,passagen,se,104.21.42.198,33,FALSE,1
www.amigaforever.com/classic/ppaint.html,amigaforever,com,191.237.40.66,40,FALSE,1
www.haage-partner.de/com/arteffect/ae_e.htm,haage-partner,de,134.119.0.133,43,FALSE,1
www.lysator.liu.se/~lilja/amiftp/,liu,se,130.236.18.52,33,FALSE,1
www.faqs.org/faqs/amiga/AmiTCP-faq,faqs,org,199.231.164.68,34,FALSE,1
www.faqs.org/faqs/amiga/AmigaUUCP-FAQ/,faqs,org,199.231.164.68,38,FALSE,1
www.amitrix.com/aweb.html,amitrix,com,185.73.37.123,25,FALSE,1
www.vapor.com/voyager/,vapor,com,23.227.38.32,22,FALSE,1
www.faqs.org/faqs/amiga/AMosaic-faq,faqs,org,199.231.164.68,35,FALSE,1
www.vapor.com/microdot-2/,vapor,com,23.227.38.32,25,FALSE,1
www.sasg.com/mui/index.html,sasg,com,213.198.94.130,27,FALSE,1
www.netbsd.org/Ports/amiga/,netbsd,org,199.233.217.205,27,FALSE,1
www.openbsd.com/amiga.html,openbsd,com,199.185.178.80,26,FALSE,1
www.netbsd.org/Releases/formal-1.3/amiga.html,netbsd,org,199.233.217.205,45,FALSE,1
groups.yahoo.com/group/AmigaOS4/,yahoo,com,74.6.231.20,32,FALSE,1
internetpages.bravepages.com/docdatatypes/,bravepages,com,65.39.176.90,42,FALSE,1
www.lysator.liu.se/~lcs/ahi.html,liu,se,130.236.18.52,32,FALSE,1
www.webring.com/hub?ring=amiga,webring,com,104.21.3.96,30,FALSE,1
www.caliban.org/PCW.html,caliban,org,139.162.178.233,24,FALSE,1
www.midnight.uk.com/merline/,uk,com,54.153.56.183,28,FALSE,1
www.lysator.liu.se/tolkien-games/amstrad.html,liu,se,130.236.18.52,45,FALSE,1
www.wap.org/a3/,wap,org,71.114.56.234,15,FALSE,1
www.apple2.org/marinetti/,apple2,org,172.67.208.248,25,FALSE,1
www.ugcs.caltech.edu/~bret/iigs.html,caltech,edu,52.26.125.194,36,FALSE,1
forums.delphiforums.com/apple2/,delphiforums,com,34.215.47.79,31,FALSE,1
forums.delphiforums.com/a2pro/,delphiforums,com,34.215.47.79,30,FALSE,1
www.landsnail.com/a2ref.htm,landsnail,com,67.231.246.82,27,FALSE,1
www.applefritter.com/?q=forum/80,applefritter,com,97.107.138.120,32,FALSE,1
www.applefritter.com/?q=forum/84,applefritter,com,97.107.138.120,32,FALSE,1
www.panix.com/~joreilly/baug.html,panix,com,166.84.62.253,33,FALSE,1
tmug.com/tac/,tmug,com,13.248.243.5,13,FALSE,1
www.gi.alaska.edu/~jesse/mousse/,alaska,edu,137.229.114.150,32,FALSE,1
library.stanford.edu/mac/,stanford,edu,171.67.215.200,25,FALSE,1
torzewski.tripod.com/apple1computer/,tripod,com,209.202.252.105,36,FALSE,1
www.owenink.com/ac/order.html,owenink,com,69.46.30.125,29,FALSE,1
ruby.he.net/~sigma/,he,net,216.218.236.2,19,FALSE,1
lisa.sunder.net/mirrors/Simon/Lisa/Index.html,sunder,net,192.99.167.14,45,FALSE,1
www.obsoletecomputermuseum.org/lisa/,obsoletecomputermuseum,org,43.205.161.2,36,FALSE,1
www.applefritter.com/node/3191,applefritter,com,97.107.138.120,30,FALSE,1
www.apple.com/rss/,apple,com,17.253.144.10,18,FALSE,1
www.macintouch.com/earlymac.html,macintouch,com,185.132.5.230,32,FALSE,1
www.euronet.nl/users/mvdk/system_6_heaven.html,euronet,nl,91.134.168.195,46,FALSE,1
www.info.apple.com/support/oldersoftwarelist.html,apple,com,17.253.144.10,49,FALSE,1
www.mtnhome.com/~kmurray/,mtnhome,com,216.134.224.39,25,FALSE,1
www.angelfire.com/nh/macorphans/,angelfire,com,209.202.252.105,32,FALSE,1
www.13idol.com/mac/macfacts.html,13idol,com,107.180.57.91,32,FALSE,1
www.eskimo.com/~mtq/index.html,eskimo,com,204.122.16.7,30,FALSE,1
www.businessweek.com/2000/00_09/c3670091.htm,businessweek,com,3.33.146.110,44,FALSE,1
www.angelfire.com/mac/macrevolution/mainpage.html,angelfire,com,209.202.252.105,49,FALSE,1
www.13idol.com/mac/,13idol,com,107.180.57.91,19,FALSE,1
www.seanet.com/~jonpugh/advocacy.html,seanet,com,66.114.139.250,37,FALSE,1
www.macdevcenter.com/pub/wlg/4364,macdevcenter,com,35.247.101.175,33,FALSE,1
www.petitiononline.com/gopple/petition.html,petitiononline,com,192.64.119.92,43,FALSE,1
www.networkworld.com/columnists/2005/052305schwartau.html,networkworld,com,192.0.66.49,57,FALSE,1
www.storybytes.com/moof.html,storybytes,com,184.105.183.12,28,FALSE,1
"'whatis.techtarget.com/definition/0,289893,sid9_gci211983,00.html'",techtarget,com,34.120.117.196,66,FALSE,1
www.kare.com/articles/nytimes.html,kare,com,104.21.82.219,34,FALSE,1
www.wired.com/gadgets/mac/commentary/cultofmac/2002/08/54333,wired,com,151.101.194.194,60,FALSE,1
www.maccentral.com/forum/,maccentral,com,151.101.66.165,25,FALSE,1
groups.yahoo.com/group/macaholic/,yahoo,com,74.6.231.20,33,FALSE,1
www.themacintoshguy.com/lists/MacDV.html,themacintoshguy,com,15.197.142.173,40,FALSE,1
www.macmusic.org/agora/forums/,macmusic,org,213.32.11.10,30,FALSE,1
web.mit.edu/macdev/,mit,edu,184.84.55.33,19,FALSE,1
developer.apple.com/macos/,apple,com,17.253.144.10,26,FALSE,1
www.jasik.com/CoverTest.html,jasik,com,173.236.243.73,28,FALSE,1
www.jasik.com/features.html,jasik,com,173.236.243.73,27,FALSE,1
www.adianta.com/files/MMSummary.html,adianta,com,69.28.199.215,36,FALSE,1
www.seapine.com/products.html,seapine,com,65.52.6.221,29,FALSE,1
www.mactech.com/articles/mactech/Vol.07/07.09/MacsBugresults/index.html,mactech,com,45.56.94.93,71,FALSE,1
www.mstay.com/legacy.html,mstay,com,207.210.196.70,25,FALSE,1
www.berkhan.com/basic/start_e.htm,berkhan,com,217.160.0.83,33,FALSE,1
blitzbasic.com/Products/blitzmax.php,blitzbasic,com,66.81.203.137,36,FALSE,1
www.mindspring.com/~artlythere/fb.html,mindspring,com,52.147.208.244,38,FALSE,1
www2.hawaii.edu/~dereksmi/futurebasic.html,hawaii,edu,128.171.133.42,42,FALSE,1
www.webring.com/hub?ring=fb123,webring,com,104.21.3.96,30,FALSE,1
users.starpower.net/mkluskens/FBnotes.html,starpower,net,207.172.157.181,42,FALSE,1
hem.spray.se/axeln/metal/metal.HTML,spray,se,104.21.45.209,35,FALSE,1
www.dogma.pwp.blueyonder.co.uk/METAL/METAL.html,blueyonder,co.uk,213.105.9.42,47,FALSE,1
pub19.bravenet.com/sitering/show.php?usernum=1629808408,bravenet,com,65.39.176.90,55,FALSE,1
www.angelfire.com/mac/pitviper009/programming/index.html,angelfire,com,209.202.252.105,56,FALSE,1
www.tempel.org/rb/,tempel,org,192.81.214.229,18,FALSE,1
www.maui.net/~mauitom/RBTutorialOne.html,maui,net,104.247.75.8,40,FALSE,1
www.einhugur.com/index.html,einhugur,com,77.72.1.30,27,FALSE,1
aude.brunel.free.fr/brunelc/,free,fr,212.27.48.10,28,FALSE,1
www.monkeybreadsoftware.de/Freeware/,monkeybreadsoftware,de,92.205.194.166,36,FALSE,1
developer.chaoticbox.com/realbasic.php,chaoticbox,com,199.16.128.7,38,FALSE,1
sip.clarku.edu/tutorials/True_BASIC.html,clarku,edu,140.232.1.129,40,FALSE,1
maeresearch.ucsd.edu/herz/basicRef/,ucsd,edu,75.2.44.127,35,FALSE,1
www.webring.com/hub?ring=visualmacstandar,webring,com,104.21.3.96,41,FALSE,1
rinaldicollection.free.fr/fcollection_title.htm,free,fr,212.27.48.10,47,FALSE,1
www.mactech.com/macintosh-c/,mactech,com,45.56.94.93,28,FALSE,1
developer.apple.com/tools/mpw-tools/,apple,com,17.253.144.10,36,FALSE,1
www-psych.stanford.edu/~pinto/hc4.html,stanford,edu,171.67.215.200,38,FALSE,1
www.hyperactivesw.com/Virus1.html,hyperactivesw,com,74.81.90.155,33,FALSE,1
www.nobleswan.com/hypercard/,nobleswan,com,216.92.21.211,28,FALSE,1
www.quibble.com/hclist/,quibble,com,70.59.180.17,23,FALSE,1
webwonks.org/Extra/hypercard/HyperCard.html,webwonks,org,49.12.121.200,43,FALSE,1
www.virtualsciencefair.org/2003/krame3r/public_html/,virtualsciencefair,org,64.34.156.166,52,FALSE,1
www.rain.org/~da5e/mjmid.html,rain,org,208.91.197.27,29,FALSE,1
